TRAM NNP B-Therapeutic_procedure
flap NN I-Therapeutic_procedure
was VBD O
fixed VBN O
to TO O
posterior VB B-Biological_structure
chest JJS I-Biological_structure
wall NN I-Biological_structure
to TO O
cover VB O
the DT O
bronchial JJ B-Biological_structure
stump NN I-Biological_structure
( ( O
Fig NNP O
. . O
2E CD O
) ) O
and CC O
the DT O
tissue NN B-Therapeutic_procedure
glue NN I-Therapeutic_procedure
was VBD O
also RB O
applied VBN O
to TO O
the DT O
bronchial JJ B-Biological_structure
stump NN I-Biological_structure
under IN O
bronchoscope NN B-Diagnostic_procedure
. . O

The DT O
donor JJ B-Biological_structure
site NN I-Biological_structure
of IN I-Biological_structure
flap NN I-Biological_structure
was VBD O
closed VBN O
with IN O
mesh JJ B-Therapeutic_procedure
repair NN I-Therapeutic_procedure
. . O

The DT O
postoperative JJ B-Therapeutic_procedure
course NN I-Therapeutic_procedure
was VBD O
smooth JJ B-Lab_value
and CC O
the DT O
air NN B-Sign_symptom
leak NN I-Sign_symptom
was VBD O
diminished VBN B-Lab_value
gradually RB O
. . O

Then RB O
the DT O
patient NN O
was VBD O
discharge VBN O
under IN O
stable JJ B-Sign_symptom
condition NN I-Sign_symptom
and CC O
was VBD O
free JJ O
from IN O
air NN B-Sign_symptom
leak NN I-Sign_symptom
after IN O
following VBG O
for IN O
12 CD O
months NNS O
( ( O
Fig NNP O
. . O
1B CD O
) ) O
. . O

The DT O
patient NN O
provided VBD O
written VBN O
informed JJ O
consent NN O
for IN O
publication NN O
of IN O
this DT O
report NN O
and CC O
all DT O
accompanying VBG O
images NNS O
. . O

-DOCSTART- NN -X-

A DT O
53 CD B-Age
- : I-Age
year NN I-Age
- : I-Age
old JJ I-Age
woman NN O
presented VBD O
to TO O
our PRP$ O
institution NN B-Nonbiological_location
with IN O
progressive JJ B-Detailed_description
abdominal JJ B-Biological_structure
distention NN B-Sign_symptom
and CC O
irregular JJ B-Detailed_description
vaginal JJ B-Biological_structure
bleeding NN B-Sign_symptom
of IN O
several JJ B-Duration
weeks NNS I-Duration
` `` O
duration NN O
. . O

A DT O
contrast NN B-Detailed_description
CT NNP B-Diagnostic_procedure
abdomen NNS B-Biological_structure
and CC O
pelvis NN B-Biological_structure
revealed VBD O
an DT O
ill JJ B-Detailed_description
- : I-Detailed_description
defined VBN I-Detailed_description
, , O
irregular JJ B-Detailed_description
mass NN B-Sign_symptom
in IN O
the DT O
lower JJR B-Biological_structure
uterine JJ I-Biological_structure
/ NNP O
cervical JJ B-Biological_structure
region NN I-Biological_structure
( ( O
Figure NNP O
1 CD O
) ) O
. . O

There EX O
were VBD O
multiple JJ B-Detailed_description
peritoneal NN B-Biological_structure
and CC O
omental JJ B-Biological_structure
masses NNS B-Sign_symptom
, , O
enlarged VBD B-Sign_symptom
pelvic NN B-Biological_structure
and CC O
paraaortic JJ B-Biological_structure
lymph NN B-Biological_structure
nodes NNS I-Biological_structure
, , O
and CC O
large JJ B-Detailed_description
- : I-Detailed_description
volume NN I-Detailed_description
ascites NNS B-Sign_symptom
. . O

The DT O
initial JJ O
CBC NNP B-Diagnostic_procedure
was VBD O
significant JJ O
for IN O
hemoglobin NN B-Diagnostic_procedure
of IN O
9 CD B-Lab_value
. . I-Lab_value
2 CD I-Lab_value
g JJ I-Lab_value
/ NNP I-Lab_value
dL NN I-Lab_value
, , O
leukocytosis NN B-Sign_symptom
of IN O
36 CD B-Lab_value
790 CD I-Lab_value
per IN I-Lab_value
microliter NN I-Lab_value
, , O
and CC O
thrombocytosis NN B-Sign_symptom
of IN O
625 CD B-Lab_value
000 CD I-Lab_value
per IN I-Lab_value
microliter NN I-Lab_value
. . O

Serum NNP B-Biological_structure
calcium NN B-Diagnostic_procedure
was VBD O
elevated VBN B-Lab_value
at IN O
13 CD B-Lab_value
. . I-Lab_value
1 CD I-Lab_value
mg JJ I-Lab_value
/ NNP I-Lab_value
dL NN I-Lab_value
. . O

BUN NNP B-Diagnostic_procedure
and CC O
creatinine NN B-Diagnostic_procedure
were VBD O
within IN B-Lab_value
normal JJ I-Lab_value
limits NNS I-Lab_value
. . O

Hepatic JJ B-Diagnostic_procedure
function NN I-Diagnostic_procedure
was VBD O
within IN B-Lab_value
normal JJ I-Lab_value
limits NNS I-Lab_value
. . O

A DT O
pelvic JJ B-Diagnostic_procedure
exam NN I-Diagnostic_procedure
revealed VBD O
a DT O
fungating JJ B-Detailed_description
vaginal JJ B-Biological_structure
mass NN B-Sign_symptom
. . O

The DT O
patient JJ O
underwent JJ O
biopsies NNS B-Diagnostic_procedure
of IN O
the DT O
endometrium NN B-Biological_structure
and CC O
the DT O
vaginal JJ B-Biological_structure
mass NN O
, , O
which WDT O
revealed VBD O
a DT O
high JJ B-Severity
- : I-Severity
grade NN I-Severity
tumor NN B-Sign_symptom
with IN O
predominantly RB B-Detailed_description
oval JJ I-Detailed_description
- : I-Detailed_description
shaped JJ I-Detailed_description
cells NNS I-Detailed_description
. . O

Immunohistochemical JJ B-Diagnostic_procedure
staining NN I-Diagnostic_procedure
was VBD O
positive JJ B-Lab_value
for IN O
vimentin NN B-Diagnostic_procedure
, , O
CD10 NNP B-Diagnostic_procedure
, , O
and CC O
cyclin NN B-Diagnostic_procedure
D1 NNP I-Diagnostic_procedure
, , O
consistent NN O
with IN O
a DT O
diagnosis NN O
of IN O
high JJ B-Severity
- : I-Severity
grade NN I-Severity
endometrial JJ B-Disease_disorder
stromal JJ I-Disease_disorder
sarcoma NN I-Disease_disorder
( ( O
Figure NNP O
2 CD O
) ) O
. . O

The DT O
tumor NN O
was VBD O
negative JJ B-Lab_value
for IN O
ER NNP B-Diagnostic_procedure
, , O
with IN O
rare JJ B-Detailed_description
cells NNS I-Detailed_description
positive JJ B-Lab_value
for IN O
PR NNP B-Diagnostic_procedure
. . O

Although IN O
immunohistochemical JJ B-Diagnostic_procedure
staining VBG I-Diagnostic_procedure
for IN O
cytokeratins NNS B-Diagnostic_procedure
was VBD O
negative JJ B-Lab_value
, , O
a DT O
biphasic JJ B-Sign_symptom
component NN I-Sign_symptom
could MD O
not RB O
be VB O
entirely RB O
ruled VBN O
out RP O
given VBN O
the DT O
small JJ O
size NN O
of IN O
the DT O
biopsy NN O
specimen NNS O
relative VBP O
to TO O
the DT O
tumor NN O
. . O

The DT O
patient NN O
` `` O
s JJ O
Ca125 NNP B-Diagnostic_procedure
was VBD O
markedly RB O
elevated VBN B-Lab_value
at IN O
1624 CD B-Lab_value
U NNP I-Lab_value
/ NNP I-Lab_value
mL NN I-Lab_value
( ( O
nl JJ O
≤ NNP O
34 CD O
) ) O
. . O

Contrast NNP B-Detailed_description
CT NNP B-Diagnostic_procedure
chest NN B-Biological_structure
revealed VBD O
a DT O
right JJ B-Detailed_description
- : I-Detailed_description
sided VBD I-Detailed_description
pleural JJ B-Disease_disorder
effusion NN I-Disease_disorder
but CC O
no DT O
suspicious JJ B-Detailed_description
nodules NNS B-Sign_symptom
or CC O
lymphadenopathy NN B-Disease_disorder
. . O

The DT O
patient NN O
was VBD O
deemed VBN O
to TO O
have VB O
operable JJ B-Disease_disorder
disease NN I-Disease_disorder
and CC O
was VBD O
scheduled VBN O
for IN O
debulking VBG B-Therapeutic_procedure
surgery NN I-Therapeutic_procedure
. . O

However RB O
, , O
preoperative JJ O
laboratory NN B-Diagnostic_procedure
studies NNS I-Diagnostic_procedure
showed VBD O
that IN O
her PRP$ O
serum NN B-Biological_structure
calcium NN B-Diagnostic_procedure
had VBD O
further RBR O
increased VBN B-Lab_value
to TO O
19 CD B-Lab_value
. . I-Lab_value
2 CD I-Lab_value
mg JJ I-Lab_value
/ NNP I-Lab_value
dL NN I-Lab_value
. . O

She PRP O
had VBD O
also RB O
developed VBN O
evidence NN O
of IN O
acute JJ B-Detailed_description
kidney NN B-Biological_structure
injury NN B-Disease_disorder
, , O
with IN O
her PRP$ O
BUN NNP B-Diagnostic_procedure
rising NN B-Lab_value
to TO O
37 CD B-Lab_value
mg NNS I-Lab_value
/ JJ I-Lab_value
dL NN I-Lab_value
and CC O
creatinine NN B-Diagnostic_procedure
to TO O
1 CD B-Lab_value
. . I-Lab_value
81 CD I-Lab_value
mg JJ I-Lab_value
/ NNP I-Lab_value
dL NN I-Lab_value
. . O

On IN O
physical JJ B-Diagnostic_procedure
exam NN I-Diagnostic_procedure
, , O
she PRP O
was VBD O
noted VBN O
to TO O
be VB O
lethargic JJ B-Sign_symptom
, , O
with IN O
dry JJ B-Sign_symptom
mucous JJ B-Biological_structure
membranes NNS I-Biological_structure
. . O

The DT O
surgery NN B-Therapeutic_procedure
was VBD O
cancelled VBN O
due JJ O
to TO O
the DT O
patient NN O
` `` O
s RB O
medical JJ B-Disease_disorder
instability NN I-Disease_disorder
. . O

Further RB O
workup NN O
revealed VBD O
an DT O
elevated JJ B-Lab_value
PTHrP NNP B-Diagnostic_procedure
of IN O
301 CD B-Lab_value
pg NNS I-Lab_value
/ JJ I-Lab_value
mL NN I-Lab_value
( ( O
nl JJ O
14 CD O
- : O
27 CD O
) ) O
, , O
a DT O
depressed JJ B-Lab_value
PTH NNP B-Diagnostic_procedure
level NN O
of IN O
3 CD B-Lab_value
pg NNS I-Lab_value
/ JJ I-Lab_value
mL NN I-Lab_value
( ( O
nl JJ O
15 CD O
- : O
65 CD O
) ) O
, , O
and CC O
a DT O
depressed JJ B-Lab_value
25 CD B-Diagnostic_procedure
- : I-Diagnostic_procedure
OH NNP I-Diagnostic_procedure
vitamin FW I-Diagnostic_procedure
D NNP I-Diagnostic_procedure
level NN O
of IN O
16 CD B-Lab_value
ng JJ I-Lab_value
/ NN I-Lab_value
mL NN I-Lab_value
( ( O
nl JJ O
30 CD O
- : O
100 CD O
) ) O
, , O
consistent JJ O
with IN O
humoral JJ B-Disease_disorder
hypercalcemia NN I-Disease_disorder
of IN I-Disease_disorder
malignancy NN I-Disease_disorder
. . O

The DT O
patient NN O
was VBD O
treated VBN O
with IN O
pamidronate NN B-Medication
, , O
calcitonin NN B-Medication
, , O
and CC O
intravenous JJ O
fluids NNS B-Medication
. . O

She PRP O
eventually RB O
required VBD O
temporary JJ B-Detailed_description
hemodialysis NN B-Therapeutic_procedure
and CC O
denosumab NN B-Medication
for IN O
refractory NN B-Detailed_description
hypercalcemia NN B-Sign_symptom
. . O

The DT O
patient NN O
improved VBN O
with IN O
regard NN O
to TO O
her PRP$ O
electrolyte JJ O
abnormalities NNS O
. . O

Given VBN O
the DT O
extent NN O
of IN O
her PRP$ O
disease NN O
, , O
she PRP O
was VBD O
planned VBN O
for IN O
neoadjuvant JJ O
chemotherapy NN B-Medication
followed VBN O
by IN O
surgery NN B-Therapeutic_procedure
if IN O
a DT O
good JJ O
response NN O
was VBD O
achieved VBN O
. . O

She PRP O
was VBD O
started VBN O
on IN O
a DT O
regimen NN O
of IN O
carboplatin NN B-Medication
and CC O
paclitaxel NN B-Medication
, , O
which WDT O
she PRP O
received VBD O
for IN O
3 CD B-Dosage
cycles NNS I-Dosage
. . O

She PRP O
also RB O
had VBD O
palliative JJ O
radiation NN B-Therapeutic_procedure
to TO O
the DT O
uterus NN B-Biological_structure
to TO O
control VB O
bleeding NN B-Sign_symptom
. . O

However RB O
, , O
her PRP$ O
disease NN O
failed VBD O
to TO O
respond VB O
significantly RB O
to TO O
chemotherapy VB O
, , O
and CC O
she PRP O
ultimately RB O
died VBD O
from IN O
complications NNS B-Disease_disorder
of IN I-Disease_disorder
malignancy NN I-Disease_disorder
. . O

-DOCSTART- NN -X-

A DT O
67 CD B-Age
- : I-Age
year NN I-Age
- : I-Age
old JJ I-Age
woman NN O
was VBD O
sent VBN O
to TO O
emergency NN B-Nonbiological_location
department NN I-Nonbiological_location
because IN O
of IN O
fever NN B-Sign_symptom
and CC O
sore NN B-Sign_symptom
throat NN B-Biological_structure
. . O

Her PRP$ O
medical JJ O
history NN O
included VBD O
ESRD NNP B-Disease_disorder
with IN O
regular JJ O
hemodialysis NN B-Therapeutic_procedure
3 CD B-Frequency
times NNS I-Frequency
per IN I-Frequency
week NN I-Frequency
for IN O
15 CD B-Duration
years NNS I-Duration
, , O
hyperuricemia NN O
and CC O
gout NN O
. . O

She PRP O
also RB O
had VBD O
comorbidity NN O
such JJ O
as IN O
dyslipidemia NN O
, , O
hypertension NN O
, , O
secondary JJ B-Detailed_description
hyperparathyroidism NN O
, , O
and CC O
diabetes NNS O
. . O

The DT O
hemogram NN B-Diagnostic_procedure
revealed VBD O
a DT O
white JJ B-Diagnostic_procedure
blood NN I-Diagnostic_procedure
cell NN I-Diagnostic_procedure
count NN I-Diagnostic_procedure
( ( O
WBC NNP B-Diagnostic_procedure
) ) O
of IN O
700 CD B-Lab_value
/ JJ I-Lab_value
μL NN I-Lab_value
, , O
with IN O
2 CD B-Lab_value
% NN I-Lab_value
neutrophils NNS B-Diagnostic_procedure
, , O
94 CD B-Lab_value
% NN I-Lab_value
lymphocytes NNS B-Diagnostic_procedure
and CC O
2 CD B-Lab_value
% NN I-Lab_value
monocytes NNS B-Diagnostic_procedure
, , O
hemoglobin VBD B-Diagnostic_procedure
11 CD B-Lab_value
. . I-Lab_value
1 CD I-Lab_value
g JJ I-Lab_value
/ NNP I-Lab_value
dL NN I-Lab_value
, , O
and CC O
platelet NN B-Diagnostic_procedure
count NN I-Diagnostic_procedure
, , O
131,000 CD B-Lab_value
/ NN I-Lab_value
μL NN I-Lab_value
. . O

Under IN O
the DT O
impression NN O
of IN O
febrile JJ B-Detailed_description
neutropenia NN B-Sign_symptom
and CC O
acute NN B-Detailed_description
pharyngitis NN B-Disease_disorder
, , O
she PRP O
was VBD O
admitted VBN O
to TO O
our PRP$ O
hematologic JJ B-Nonbiological_location
ward NN I-Nonbiological_location
for IN O
further JJ O
survey NN O
and CC O
management NN O
. . O

Broad NNP B-Detailed_description
- : I-Detailed_description
spectrum NN I-Detailed_description
antibiotics NNS B-Medication
with IN O
piperacillin NN B-Medication
2 CD B-Dosage
g NN I-Dosage
and CC O
tazobactam $ B-Medication
0 CD B-Dosage
. . I-Dosage
25 CD I-Dosage
gm NN I-Dosage
i NN O
. . O
v NN O
. . O

q8h NN B-Dosage
had VBD O
been VBN O
administered VBN O
and CC O
her PRP$ O
infection NN B-Sign_symptom
sign NN I-Sign_symptom
resolved VBD O
gradually RB O
. . O

Upon IN O
admission NN O
, , O
we PRP O
reviewed VBD O
her PRP O
oral JJ O
medication NN O
: : O
glipizide NN B-Medication
5 CD B-Dosage
mg NN I-Dosage
tid NN I-Dosage
, , O
saxagliptin VBD B-Medication
2 CD B-Dosage
. . I-Dosage
5 CD I-Dosage
mg NN I-Dosage
qd NN I-Dosage
, , O
fenofibrate VBP B-Medication
600 CD B-Dosage
mg NN I-Dosage
qd NN I-Dosage
, , O
