-DOCSTART- -X- -X- -X- O

Axial	B-Diagnostic_procedure
sections	I-Diagnostic_procedure
of	O
the	O
abdomen	B-Biological_structure
showed	O
a	O
large	B-Lab_value
(	O
18	B-Volume
×	I-Volume
22	I-Volume
×	I-Volume
22	I-Volume
cm	I-Volume
)	O
heterogeneous	B-Detailed_description
retroperitoneal	B-Biological_structure
mass	B-Sign_symptom
probably	O
arising	O
from	O
the	O
left	B-Biological_structure
adrenal	I-Biological_structure
gland	I-Biological_structure
containing	O
multiple	B-Detailed_description
areas	I-Detailed_description
of	I-Detailed_description
macroscopic	I-Detailed_description
fat	I-Detailed_description
(	O
Fig	O
.	O
1	O
)	O
.	O

The	O
patient	O
had	O
no	O
documented	O
clinical	O
or	O
laboratory	O
evidence	O
of	O
adrenal	O
hormonal	O
excess	O
.	O

On	O
the	O
basis	O
of	O
the	O
clinical	O
history	O
and	O
CT	O
findings	O
,	O
the	O
patient	O
underwent	O
surgical	B-Therapeutic_procedure
resection	I-Therapeutic_procedure
of	O
the	O
left	B-Biological_structure
adrenal	I-Biological_structure
mass	B-Sign_symptom
,	O
which	O
was	O
found	O
on	O
pathologic	B-Diagnostic_procedure
examination	I-Diagnostic_procedure
to	O
represent	O
a	O
low	B-Severity
-	I-Severity
grade	I-Severity
adrenocortical	B-Disease_disorder
carcinoma	I-Disease_disorder
.	O

-DOCSTART- -X- -X- -X- O

A	O
61	B-Age
-	I-Age
year	I-Age
-	I-Age
old	I-Age
male	O
patient	O
had	O
a	O
history	O
of	O
chronic	O
obstructive	O
pulmonary	O
disease	O
under	O
regular	O
bronchodilator	O
treatment	O
.	O

In	O
2014	O
,	O
he	O
suffered	O
from	O
severe	B-Severity
productive	B-Detailed_description
cough	B-Sign_symptom
with	O
mucus	B-Detailed_description
sputum	I-Detailed_description
for	B-Duration
several	I-Duration
months	I-Duration
and	O
unintentional	B-Detailed_description
body	O
weight	B-Sign_symptom
loss	I-Sign_symptom
6	B-Lab_value
kg	I-Lab_value
within	B-Duration
6	I-Duration
months	I-Duration
.	O

After	O
sputum	B-Diagnostic_procedure
analysis	I-Diagnostic_procedure
and	O
chest	B-Biological_structure
imaging	B-Diagnostic_procedure
examinations	I-Diagnostic_procedure
in	O
May	O
2014	O
,	O
he	O
was	O
diagnosed	O
of	O
squamous	B-Disease_disorder
cell	I-Disease_disorder
carcinoma	I-Disease_disorder
in	O
right	B-Biological_structure
upper	I-Biological_structure
lobe	I-Biological_structure
lung	I-Biological_structure
(	O
cT3N2M0	B-Lab_value
,	O
stage	B-Lab_value
IIIa	I-Lab_value
)	O
.	O

Then	O
he	O
received	O
neoadjuvant	B-Detailed_description
chemoradiotherapy	B-Therapeutic_procedure
(	O
etoposide	B-Medication
70	B-Dosage
mg	I-Dosage
[	I-Dosage
45	I-Dosage
mg	I-Dosage
/	I-Dosage
m2	I-Dosage
]	I-Dosage
+	O
cisplatin	B-Medication
79	B-Dosage
mg	I-Dosage
[	I-Dosage
50	I-Dosage
mg	I-Dosage
/	I-Dosage
m2	I-Dosage
]	I-Dosage
;	O
4500	B-Dosage
cGY	I-Dosage
in	I-Dosage
25	I-Dosage
fractions	I-Dosage
)	O
from	B-Duration
June	I-Duration
to	I-Duration
July	I-Duration
2014	I-Duration
.	O

In	O
October	O
2014	O
,	O
surgical	B-Therapeutic_procedure
intervention	I-Therapeutic_procedure
was	O
arranged	O
.	O

Because	O
the	O
tumor	B-Sign_symptom
was	O
located	O
at	O
right	B-Biological_structure
hilum	I-Biological_structure
and	O
invaded	O
main	B-Biological_structure
bronchus	I-Biological_structure
and	O
major	B-Biological_structure
vessels	I-Biological_structure
,	O
video	B-Detailed_description
-	I-Detailed_description
assisted	I-Detailed_description
thoracoscopic	B-Detailed_description
surgery	B-Therapeutic_procedure
with	O
right	B-Detailed_description
side	I-Detailed_description
intrapericardial	B-Biological_structure
pneumonectomy	B-Therapeutic_procedure
was	O
performed	O
.	O

Postoperatively	O
,	O
pathological	B-Diagnostic_procedure
exams	I-Diagnostic_procedure
revealed	O
squamous	B-Disease_disorder
cell	I-Disease_disorder
carcinoma	I-Disease_disorder
,	O
T3N0M0	B-Lab_value
,	O
stage	B-Lab_value
IIB	I-Lab_value
.	O

The	O
postoperative	B-Therapeutic_procedure
course	I-Therapeutic_procedure
was	O
smooth	B-Lab_value
but	O
he	O
suffered	O
from	O
severe	B-Severity
cough	B-Sign_symptom
and	O
right	B-Biological_structure
chest	I-Biological_structure
pain	B-Sign_symptom
one	O
month	O
later	O
.	O

Laboratory	B-Diagnostic_procedure
exams	I-Diagnostic_procedure
revealed	O
leukocytosis	B-Sign_symptom
(	O
white	B-Diagnostic_procedure
blood	I-Diagnostic_procedure
cells	I-Diagnostic_procedure
=	O
21,860	B-Lab_value
μL	I-Lab_value
)	O
and	O
elevated	B-Lab_value
C	B-Diagnostic_procedure
-	I-Diagnostic_procedure
reactive	I-Diagnostic_procedure
protein	I-Diagnostic_procedure
to	O
23	B-Lab_value
.	I-Lab_value
94	I-Lab_value
mg	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
.	O

Chest	B-Biological_structure
X	B-Diagnostic_procedure
-	I-Diagnostic_procedure
ray	I-Diagnostic_procedure
showed	O
cavitary	B-Detailed_description
lesion	B-Sign_symptom
and	O
computed	B-Diagnostic_procedure
tomography	I-Diagnostic_procedure
showed	O
pleural	B-Sign_symptom
effusion	I-Sign_symptom
and	O
fluid	B-Sign_symptom
collection	I-Sign_symptom
with	O
mottled	B-Detailed_description
gas	I-Detailed_description
appearance	I-Detailed_description
in	O
the	O
dependent	B-Biological_structure
portion	I-Biological_structure
of	I-Biological_structure
right	I-Biological_structure
hemithorax	I-Biological_structure
(	O
Fig	O
.	O
1A	O
)	O
.	O

According	O
to	O
the	O
patient	O
`	O
s	O
history	O
,	O
results	O
of	O
laboratory	O
exams	O
,	O
and	O
imaging	O
findings	O
,	O
postpneumonectomy	B-Detailed_description
empyema	B-Sign_symptom
was	O
diagnosed	O
and	O
bronchopleural	B-Disease_disorder
fistula	I-Disease_disorder
was	O
highly	O
suspected	O
.	O

After	O
admission	O
,	O
chest	B-Biological_structure
tube	B-Therapeutic_procedure
drainage	I-Therapeutic_procedure
was	O
inserted	O
and	O
bronchoscopic	B-Detailed_description
tissue	B-Therapeutic_procedure
glue	I-Therapeutic_procedure
sealing	I-Therapeutic_procedure
was	O
performed	O
.	O

However	O
,	O
persistent	B-Detailed_description
air	B-Sign_symptom
leakage	I-Sign_symptom
was	O
presented	O
and	O
we	O
decided	O
to	O
repair	B-Therapeutic_procedure
the	O
bronchial	B-Biological_structure
stump	I-Biological_structure
with	O
flap	B-Therapeutic_procedure
coverage	I-Therapeutic_procedure
.	O

Because	O
the	O
patient	O
just	O
received	O
neoadjuvant	B-Detailed_description
chemoradiotherapy	B-Therapeutic_procedure
a	O
few	O
months	O
ago	O
,	O
the	O
flaps	O
harvested	O
from	O
chest	O
area	O
were	O
not	O
appropriate	O
because	O
the	O
pedicle	O
arteries	O
might	O
have	O
been	O
injured	O
by	O
irradiation	O
.	O

After	O
discussing	O
with	O
the	O
plastic	O
surgeon	O
,	O
we	O
decided	O
to	O
repair	B-Therapeutic_procedure
the	O
bronchial	B-Biological_structure
stump	I-Biological_structure
by	O
a	O
TRAM	B-Therapeutic_procedure
flap	I-Therapeutic_procedure
.	O

Intraoperatively	O
,	O
the	O
patient	O
was	O
placed	B-Therapeutic_procedure
in	I-Therapeutic_procedure
supine	I-Therapeutic_procedure
.	O

Right	B-Detailed_description
side	I-Detailed_description
exploratory	B-Detailed_description
thoracotomy	B-Diagnostic_procedure
was	O
performed	O
and	O
the	O
bronchial	B-Biological_structure
stump	I-Biological_structure
was	O
located	O
.	O

The	O
superior	B-Biological_structure
epigastric	I-Biological_structure
vascular	I-Biological_structure
artery	I-Biological_structure
and	O
right	B-Biological_structure
rectus	I-Biological_structure
abdominis	I-Biological_structure
muscle	I-Biological_structure
was	O
identified	O
and	O
the	O
location	O
of	O
the	O
TRAM	B-Therapeutic_procedure
flap	I-Therapeutic_procedure
was	O
marked	B-Detailed_description
on	I-Detailed_description
the	I-Detailed_description
skin	I-Detailed_description
(	O
Fig	O
.	O
2A	O
)	O
.	O

Then	O
the	O
TRAM	B-Therapeutic_procedure
flap	I-Therapeutic_procedure
was	O
harvested	B-Therapeutic_procedure
from	O
right	B-Biological_structure
rectus	I-Biological_structure
abdominis	I-Biological_structure
(	O
Fig	O
.	O
2B	O
)	O
and	O
was	O
deepithelialized	B-Therapeutic_procedure
(	O
Fig	O
.	O
2C	O
)	O
.	O

Through	O
a	O
subcutaneous	B-Therapeutic_procedure
tunnel	I-Therapeutic_procedure
,	O
the	O
TRAM	B-Therapeutic_procedure
flap	I-Therapeutic_procedure
was	O
moved	O
toward	O
the	O
right	B-Biological_structure
thoracic	I-Biological_structure
space	I-Biological_structure
with	O
no	O
tension	B-Sign_symptom
or	O
kinking	B-Sign_symptom
on	O
the	O
pedicle	B-Biological_structure
(	O
Fig	O
.	O
2D	O
)	O
.	O

Then	O
the	O
TRAM	B-Therapeutic_procedure
flap	I-Therapeutic_procedure
was	O
fixed	O
to	O
posterior	B-Biological_structure
chest	I-Biological_structure
wall	I-Biological_structure
to	O
cover	O
the	O
bronchial	B-Biological_structure
stump	I-Biological_structure
(	O
Fig	O
.	O
2E	O
)	O
and	O
the	O
tissue	B-Therapeutic_procedure
glue	I-Therapeutic_procedure
was	O
also	O
applied	O
to	O
the	O
bronchial	B-Biological_structure
stump	I-Biological_structure
under	O
bronchoscope	B-Diagnostic_procedure
.	O

The	O
donor	B-Biological_structure
site	I-Biological_structure
of	I-Biological_structure
flap	I-Biological_structure
was	O
closed	O
with	O
mesh	B-Therapeutic_procedure
repair	I-Therapeutic_procedure
.	O

The	O
postoperative	B-Therapeutic_procedure
course	I-Therapeutic_procedure
was	O
smooth	B-Lab_value
and	O
the	O
air	B-Sign_symptom
leak	I-Sign_symptom
was	O
diminished	B-Lab_value
gradually	O
.	O

Then	O
the	O
patient	O
was	O
discharge	O
under	O
stable	B-Sign_symptom
condition	I-Sign_symptom
and	O
was	O
free	O
from	O
air	B-Sign_symptom
leak	I-Sign_symptom
after	O
following	O
for	O
12	O
months	O
(	O
Fig	O
.	O
1B	O
)	O
.	O

The	O
patient	O
provided	O
written	O
informed	O
consent	O
for	O
publication	O
of	O
this	O
report	O
and	O
all	O
accompanying	O
images	O
.	O

-DOCSTART- -X- -X- -X- O

A	O
53	B-Age
-	I-Age
year	I-Age
-	I-Age
old	I-Age
woman	O
presented	O
to	O
our	O
institution	B-Nonbiological_location
with	O
progressive	B-Detailed_description
abdominal	B-Biological_structure
distention	B-Sign_symptom
and	O
irregular	B-Detailed_description
vaginal	B-Biological_structure
bleeding	B-Sign_symptom
of	O
several	B-Duration
weeks	I-Duration
`	O
duration	O
.	O

A	O
contrast	B-Detailed_description
CT	B-Diagnostic_procedure
abdomen	B-Biological_structure
and	O
pelvis	B-Biological_structure
revealed	O
an	O
ill	B-Detailed_description
-	I-Detailed_description
defined	I-Detailed_description
,	O
irregular	B-Detailed_description
mass	B-Sign_symptom
in	O
the	O
lower	B-Biological_structure
uterine	I-Biological_structure
/	O
cervical	B-Biological_structure
region	I-Biological_structure
(	O
Figure	O
1	O
)	O
.	O

There	O
were	O
multiple	B-Detailed_description
peritoneal	B-Biological_structure
and	O
omental	B-Biological_structure
masses	B-Sign_symptom
,	O
enlarged	B-Sign_symptom
pelvic	B-Biological_structure
and	O
paraaortic	B-Biological_structure
lymph	B-Biological_structure
nodes	I-Biological_structure
,	O
and	O
large	B-Detailed_description
-	I-Detailed_description
volume	I-Detailed_description
ascites	B-Sign_symptom
.	O

The	O
initial	O
CBC	B-Diagnostic_procedure
was	O
significant	O
for	O
hemoglobin	B-Diagnostic_procedure
of	O
9	B-Lab_value
.	I-Lab_value
2	I-Lab_value
g	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
,	O
leukocytosis	B-Sign_symptom
of	O
36	B-Lab_value
790	I-Lab_value
per	I-Lab_value
microliter	I-Lab_value
,	O
and	O
thrombocytosis	B-Sign_symptom
of	O
625	B-Lab_value
000	I-Lab_value
per	I-Lab_value
microliter	I-Lab_value
.	O

Serum	B-Biological_structure
calcium	B-Diagnostic_procedure
was	O
elevated	B-Lab_value
at	O
13	B-Lab_value
.	I-Lab_value
1	I-Lab_value
mg	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
.	O

BUN	B-Diagnostic_procedure
and	O
creatinine	B-Diagnostic_procedure
were	O
within	B-Lab_value
normal	I-Lab_value
limits	I-Lab_value
.	O

Hepatic	B-Diagnostic_procedure
function	I-Diagnostic_procedure
was	O
within	B-Lab_value
normal	I-Lab_value
limits	I-Lab_value
.	O

A	O
pelvic	B-Diagnostic_procedure
exam	I-Diagnostic_procedure
revealed	O
a	O
fungating	B-Detailed_description
vaginal	B-Biological_structure
mass	B-Sign_symptom
.	O

The	O
patient	O
underwent	O
biopsies	B-Diagnostic_procedure
of	O
the	O
endometrium	B-Biological_structure
and	O
the	O
vaginal	B-Biological_structure
mass	O
,	O
which	O
revealed	O
a	O
high	B-Severity
-	I-Severity
grade	I-Severity
tumor	B-Sign_symptom
with	O
predominantly	B-Detailed_description
oval	I-Detailed_description
-	I-Detailed_description
shaped	I-Detailed_description
cells	I-Detailed_description
.	O

Immunohistochemical	B-Diagnostic_procedure
staining	I-Diagnostic_procedure
was	O
positive	B-Lab_value
for	O
vimentin	B-Diagnostic_procedure
,	O
CD10	B-Diagnostic_procedure
,	O
and	O
cyclin	B-Diagnostic_procedure
D1	I-Diagnostic_procedure
,	O
consistent	O
with	O
a	O
diagnosis	O
of	O
high	B-Severity
-	I-Severity
grade	I-Severity
endometrial	B-Disease_disorder
stromal	I-Disease_disorder
sarcoma	I-Disease_disorder
(	O
Figure	O
2	O
)	O
.	O

The	O
tumor	O
was	O
negative	B-Lab_value
for	O
ER	B-Diagnostic_procedure
,	O
with	O
rare	B-Detailed_description
cells	I-Detailed_description
positive	B-Lab_value
for	O
PR	B-Diagnostic_procedure
.	O

Although	O
immunohistochemical	B-Diagnostic_procedure
staining	I-Diagnostic_procedure
for	O
cytokeratins	B-Diagnostic_procedure
was	O
negative	B-Lab_value
,	O
a	O
biphasic	B-Sign_symptom
component	I-Sign_symptom
could	O
not	O
be	O
entirely	O
ruled	O
out	O
given	O
the	O
small	O
size	O
of	O
the	O
biopsy	O
specimen	O
relative	O
to	O
the	O
tumor	O
.	O

The	O
patient	O
`	O
s	O
Ca125	B-Diagnostic_procedure
was	O
markedly	O
elevated	B-Lab_value
at	O
1624	B-Lab_value
U	I-Lab_value
/	I-Lab_value
mL	I-Lab_value
(	O
nl	O
≤	O
34	O
)	O
.	O

Contrast	B-Detailed_description
CT	B-Diagnostic_procedure
chest	B-Biological_structure
revealed	O
a	O
right	B-Detailed_description
-	I-Detailed_description
sided	I-Detailed_description
pleural	B-Disease_disorder
effusion	I-Disease_disorder
but	O
no	O
suspicious	B-Detailed_description
nodules	B-Sign_symptom
or	O
lymphadenopathy	B-Disease_disorder
.	O

The	O
patient	O
was	O
deemed	O
to	O
have	O
operable	B-Disease_disorder
disease	I-Disease_disorder
and	O
was	O
scheduled	O
for	O
debulking	B-Therapeutic_procedure
surgery	I-Therapeutic_procedure
.	O

However	O
,	O
preoperative	O
laboratory	B-Diagnostic_procedure
studies	I-Diagnostic_procedure
showed	O
that	O
her	O
serum	B-Biological_structure
calcium	B-Diagnostic_procedure
had	O
further	O
increased	B-Lab_value
to	O
19	B-Lab_value
.	I-Lab_value
2	I-Lab_value
mg	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
.	O

She	O
had	O
also	O
developed	O
evidence	O
of	O
acute	B-Detailed_description
kidney	B-Biological_structure
injury	B-Disease_disorder
,	O
with	O
her	O
BUN	B-Diagnostic_procedure
rising	B-Lab_value
to	O
37	B-Lab_value
mg	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
and	O
creatinine	B-Diagnostic_procedure
to	O
1	B-Lab_value
.	I-Lab_value
81	I-Lab_value
mg	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
.	O

On	O
physical	B-Diagnostic_procedure
exam	I-Diagnostic_procedure
,	O
she	O
was	O
noted	O
to	O
be	O
lethargic	B-Sign_symptom
,	O
with	O
dry	B-Sign_symptom
mucous	B-Biological_structure
membranes	I-Biological_structure
.	O

The	O
surgery	B-Therapeutic_procedure
was	O
cancelled	O
due	O
to	O
the	O
patient	O
`	O
s	O
medical	B-Disease_disorder
instability	I-Disease_disorder
.	O

Further	O
workup	O
revealed	O
an	O
elevated	B-Lab_value
PTHrP	B-Diagnostic_procedure
of	O
301	B-Lab_value
pg	I-Lab_value
/	I-Lab_value
mL	I-Lab_value
(	O
nl	O
14	O
-	O
27	O
)	O
,	O
a	O
depressed	B-Lab_value
PTH	B-Diagnostic_procedure
level	O
of	O
3	B-Lab_value
pg	I-Lab_value
/	I-Lab_value
mL	I-Lab_value
(	O
nl	O
15	O
-	O
65	O
)	O
,	O
and	O
a	O
depressed	B-Lab_value
25	B-Diagnostic_procedure
-	I-Diagnostic_procedure
OH	I-Diagnostic_procedure
vitamin	I-Diagnostic_procedure
D	I-Diagnostic_procedure
level	O
of	O
16	B-Lab_value
ng	I-Lab_value
/	I-Lab_value
mL	I-Lab_value
(	O
nl	O
30	O
-	O
100	O
)	O
,	O
consistent	O
with	O
humoral	B-Disease_disorder
hypercalcemia	I-Disease_disorder
of	I-Disease_disorder
malignancy	I-Disease_disorder
.	O

The	O
patient	O
was	O
treated	O
with	O
pamidronate	B-Medication
,	O
calcitonin	B-Medication
,	O
and	O
intravenous	O
fluids	B-Medication
.	O

She	O
eventually	O
required	O
temporary	B-Detailed_description
hemodialysis	B-Therapeutic_procedure
and	O
denosumab	B-Medication
for	O
refractory	B-Detailed_description
hypercalcemia	B-Sign_symptom
.	O

The	O
patient	O
improved	O
with	O
regard	O
to	O
her	O
electrolyte	O
abnormalities	O
.	O

Given	O
the	O
extent	O
of	O
her	O
disease	O
,	O
she	O
was	O
planned	O
for	O
neoadjuvant	O
chemotherapy	B-Medication
followed	O
by	O
surgery	B-Therapeutic_procedure
if	O
a	O
good	O
response	O
was	O
achieved	O
.	O

She	O
was	O
started	O
on	O
a	O
regimen	O
of	O
carboplatin	B-Medication
and	O
paclitaxel	B-Medication
,	O
which	O
she	O
received	O
for	O
3	B-Dosage
cycles	I-Dosage
.	O

She	O
also	O
had	O
palliative	O
radiation	B-Therapeutic_procedure
to	O
the	O
uterus	B-Biological_structure
to	O
control	O
bleeding	B-Sign_symptom
.	O

However	O
,	O
her	O
disease	O
failed	O
to	O
respond	O
significantly	O
to	O
chemotherapy	O
,	O
and	O
she	O
ultimately	O
died	O
from	O
complications	B-Disease_disorder
of	I-Disease_disorder
malignancy	I-Disease_disorder
.	O

-DOCSTART- -X- -X- -X- O

A	O
67	B-Age
-	I-Age
year	I-Age
-	I-Age
old	I-Age
woman	O
was	O
sent	O
to	O
emergency	B-Nonbiological_location
department	I-Nonbiological_location
because	O
of	O
fever	B-Sign_symptom
and	O
sore	B-Sign_symptom
throat	B-Biological_structure
.	O

Her	O
medical	O
history	O
included	O
ESRD	B-Disease_disorder
with	O
regular	O
hemodialysis	B-Therapeutic_procedure
3	B-Frequency
times	I-Frequency
per	I-Frequency
week	I-Frequency
for	O
15	B-Duration
years	I-Duration
,	O
hyperuricemia	O
and	O
gout	O
.	O

She	O
also	O
had	O
comorbidity	O
such	O
as	O
dyslipidemia	O
,	O
hypertension	O
,	O
secondary	B-Detailed_description
hyperparathyroidism	O
,	O
and	O
diabetes	O
.	O

The	O
hemogram	B-Diagnostic_procedure
revealed	O
a	O
white	B-Diagnostic_procedure
blood	I-Diagnostic_procedure
cell	I-Diagnostic_procedure
count	I-Diagnostic_procedure
(	O
WBC	B-Diagnostic_procedure
)	O
of	O
700	B-Lab_value
/	I-Lab_value
μL	I-Lab_value
,	O
with	O
2	B-Lab_value
%	I-Lab_value
neutrophils	B-Diagnostic_procedure
,	O
94	B-Lab_value
%	I-Lab_value
lymphocytes	B-Diagnostic_procedure
and	O
2	B-Lab_value
%	I-Lab_value
monocytes	B-Diagnostic_procedure
,	O
hemoglobin	B-Diagnostic_procedure
11	B-Lab_value
.	I-Lab_value
1	I-Lab_value
g	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
,	O
and	O
platelet	B-Diagnostic_procedure
count	I-Diagnostic_procedure
,	O
131,000	B-Lab_value
/	I-Lab_value
μL	I-Lab_value
.	O

Under	O
the	O
impression	O
of	O
febrile	B-Detailed_description
neutropenia	B-Sign_symptom
and	O
acute	B-Detailed_description
pharyngitis	B-Disease_disorder
,	O
she	O
was	O
admitted	O
to	O
our	O
hematologic	B-Nonbiological_location
ward	I-Nonbiological_location
for	O
further	O
survey	O
and	O
management	O
.	O

Broad	B-Detailed_description
-	I-Detailed_description
spectrum	I-Detailed_description
antibiotics	B-Medication
with	O
piperacillin	B-Medication
2	B-Dosage
g	I-Dosage
and	O
tazobactam	B-Medication
0	B-Dosage
.	I-Dosage
25	I-Dosage
gm	I-Dosage
i	O
.	O
v	O
.	O

q8h	B-Dosage
had	O
been	O
administered	O
and	O
her	O
infection	B-Sign_symptom
sign	I-Sign_symptom
resolved	O
gradually	O
.	O

Upon	O
admission	O
,	O
we	O
reviewed	O
her	O
oral	O
medication	O
:	O
glipizide	B-Medication
5	B-Dosage
mg	I-Dosage
tid	I-Dosage
,	O
saxagliptin	B-Medication
2	B-Dosage
.	I-Dosage
5	I-Dosage
mg	I-Dosage
qd	I-Dosage
,	O
fenofibrate	B-Medication
600	B-Dosage
mg	I-Dosage
qd	I-Dosage
,	O
aluminum	B-Medication
hydroxide	I-Medication
324	B-Dosage
mg	I-Dosage
tid	I-Dosage
,	O
folic	B-Medication
acid	I-Medication
5	B-Dosage
mg	I-Dosage
qd	I-Dosage
,	O
calcium	B-Medication
carbonate	I-Medication
1000	B-Dosage
mg	I-Dosage
tid	I-Dosage
,	O
and	O
febuxostat	B-Medication
40	B-Dosage
mg	I-Dosage
qd	I-Dosage
.	O

Besides	O
,	O
she	O
also	O
received	O
epoetin	B-Medication
-	I-Medication
beta	I-Medication
2000	B-Dosage
iu	I-Dosage
i	O
.	O
v	O
.	O
tiw	B-Dosage
.	O

Except	O
for	O
febuxostat	B-Medication
,	O
all	O
the	O
other	O
drugs	O
had	O
been	O
used	O
for	O
more	B-Duration
than	I-Duration
1	I-Duration
year	I-Duration
.	O

Febuxostat	B-Medication
was	O
administered	O
2	O
1/2	O
months	O
before	O
admission	O
for	O
inadequate	O
serum	O
uric	O
acid	O
control	O
by	O
allopurinol	B-Medication
50	B-Dosage
mg	I-Dosage
qd	I-Dosage
.	O

Two	O
weeks	O
before	O
febuxostat	O
exposure	O
,	O
routine	O
laboratory	B-Diagnostic_procedure
test	I-Diagnostic_procedure
revealed	O
WBC	B-Diagnostic_procedure
6000	B-Lab_value
/	I-Lab_value
μL	I-Lab_value
and	O
serum	B-Detailed_description
uric	B-Diagnostic_procedure
acid	I-Diagnostic_procedure
level	O
9	B-Lab_value
.	I-Lab_value
8	I-Lab_value
mg	I-Lab_value
/	I-Lab_value
dL	I-Lab_value
.	O

Febuxostat	B-Medication
was	O
discontinued	O
thereafter	O
due	O
to	O
the	O
causal	O
relationship	O
of	O
agranulocytosis	B-Disease_disorder
can	O
not	O
be	O
excluded	O
.	O

Besides	O
,	O
we	O
also	O
surveyed	O
viral	O
infection	O
and	O
autoimmune	O
disorder	O
.	O

There	O
were	O
no	O
clinical	O
or	O
laboratory	O
evidence	O
of	O
Epstein	B-Detailed_description
-	I-Detailed_description
Barr	I-Detailed_description
virus	I-Detailed_description
,	O
cytomegalovirus	B-Detailed_description
,	O
or	O
human	B-Detailed_description
immunodeficiency	I-Detailed_description
virus	I-Detailed_description
infections	B-Disease_disorder
;	O
antinuclear	B-Diagnostic_procedure
antibody	I-Diagnostic_procedure
(	O
ANA	B-Diagnostic_procedure
)	O
and	O
antiextractable	B-Diagnostic_procedure
nuclear	I-Diagnostic_procedure
antigen	I-Diagnostic_procedure
(	O
anti	B-Diagnostic_procedure
-	I-Diagnostic_procedure
ENA	I-Diagnostic_procedure
)	O
were	O
both	O
negative	B-Lab_value
.	O

Bone	B-Diagnostic_procedure
marrow	I-Diagnostic_procedure
examination	I-Diagnostic_procedure
during	O
hospitalization	O
showed	O
hypocellular	B-Sign_symptom
marrow	B-Biological_structure
with	O
a	O
marked	O
decrease	B-Lab_value
in	O
myeloid	B-Diagnostic_procedure
component	I-Diagnostic_procedure
but	O
no	O
evidence	O
of	O
hematologic	B-Biological_structure
neoplasms	B-Sign_symptom
.	O

Chromosome	B-Diagnostic_procedure
analysis	I-Diagnostic_procedure
of	O
bone	B-Biological_structure
marrow	I-Biological_structure
was	O
normal	B-Lab_value
karyotype	I-Lab_value
.	O

The	O
patient	O
denied	O
history	O
of	O
radiation	O
or	O
chemicals	O
exposure	O
.	O

After	O
stopping	O
febuxostat	B-Medication
for	O
17	B-Duration
days	I-Duration
,	O
her	O
neutropenia	B-Sign_symptom
improved	O
significantly	O
(	O
WBC	B-Diagnostic_procedure
2100	B-Lab_value
/	I-Lab_value
μL	I-Lab_value
,	O
and	O
neutrophil	B-Diagnostic_procedure
66	B-Lab_value
%	I-Lab_value
)	O
,	O
without	O
any	O
granulocyte	B-Medication
colony	I-Medication
-	I-Medication
stimulating	I-Medication
factor	I-Medication
(	O
