temperature NN B-Diagnostic_procedure
was VBD O
38 CD B-Lab_value
°C NN I-Lab_value
, , O
pulse JJ B-Diagnostic_procedure
rate NN I-Diagnostic_procedure
was VBD O
100 CD B-Lab_value
/ JJ I-Lab_value
min NN I-Lab_value
and CC O
blood NN B-Diagnostic_procedure
pressure NN I-Diagnostic_procedure
was VBD O
126 CD B-Lab_value
/ JJ I-Lab_value
72 CD I-Lab_value
mm NN I-Lab_value
Hg NNP I-Lab_value
. . O

There EX O
were VBD O
multiple JJ B-Lab_value
coalescing NN B-Detailed_description
vesicles NNS O
and CC O
bullae NN O
over IN O
upper JJ B-Biological_structure
back RB I-Biological_structure
, , O
chest NN B-Biological_structure
and CC O
arms NNS B-Biological_structure
distributed VBN B-Detailed_description
symmetrically RB I-Detailed_description
showing VBG O
areas NNS O
of IN O
pustulation NN B-Sign_symptom
and CC O
necrosis NN B-Sign_symptom
. . O

Surrounding VBG B-Other_entity
them PRP O
were VBD O
multiple JJ B-Lab_value
pseudovesicular JJ B-Detailed_description
satellite NN B-Detailed_description
papule NN B-Sign_symptom
( ( O
figure NN O
1A CD O
, , O
B NNP O
) ) O
. . O

On IN O
per IN O
abdominal JJ B-Diagnostic_procedure
examination NN I-Diagnostic_procedure
mild NN B-Severity
tenderness NN B-Sign_symptom
was VBD O
present JJ O
in IN O
the DT O
right JJ B-Biological_structure
hypochondrium NN I-Biological_structure
. . O

Patient NNP O
` `` O
s JJ O
initial JJ O
laboratory NN B-Diagnostic_procedure
investigations NNS I-Diagnostic_procedure
showed VBD O
a DT O
total JJ B-Diagnostic_procedure
leucocyte NN I-Diagnostic_procedure
count NN I-Diagnostic_procedure
of IN O
12 CD B-Lab_value
000 CD I-Lab_value
cells NNS I-Lab_value
/ JJ I-Lab_value
mm3 NN I-Lab_value
with IN O
75 CD B-Lab_value
% NN I-Lab_value
neutrophils NNS I-Lab_value
. . O

The DT O
haemoglobin NN B-Diagnostic_procedure
level NN O
was VBD O
14 CD B-Lab_value
. . I-Lab_value
3 CD I-Lab_value
gm NN I-Lab_value
% NN I-Lab_value
and CC O
erythrocyte JJ B-Diagnostic_procedure
sedimentation NN I-Diagnostic_procedure
rate NN I-Diagnostic_procedure
was VBD O
30 CD B-Lab_value
mm NN I-Lab_value
/ NN I-Lab_value
h NN I-Lab_value
. . O

Liver NNP B-Diagnostic_procedure
function NN I-Diagnostic_procedure
test NN I-Diagnostic_procedure
, , O
kidney NN B-Diagnostic_procedure
function NN I-Diagnostic_procedure
test NN I-Diagnostic_procedure
and CC O
C NNP B-Diagnostic_procedure
reactive VBP I-Diagnostic_procedure
protein NN I-Diagnostic_procedure
levels NNS O
were VBD O
within IN O
normal JJ B-Lab_value
limits NNS O
. . O

Gram NNP B-Diagnostic_procedure
stain NN I-Diagnostic_procedure
from IN O
purulent NN B-Diagnostic_procedure
exudates NNS I-Diagnostic_procedure
showed VBD O
only RB O
neutrophils RB B-Biological_structure
without IN O
any DT O
organisms NNS B-Sign_symptom
and CC O
culture NN B-Diagnostic_procedure
did VBD O
not RB O
show VB O
any DT O
growth NN B-Sign_symptom
after IN O
72 CD B-Duration
h NN I-Duration
of IN I-Duration
incubation NN I-Duration
. . O

A DT O
lesional JJ B-Detailed_description
skin NN B-Biological_structure
biopsy NN B-Diagnostic_procedure
taken VBN O
from IN O
the DT O
satellite NN B-Detailed_description
papule NN O
showed VBD O
neutrophilic JJ B-Sign_symptom
infiltration NN I-Sign_symptom
in IN O
dermis NN B-Biological_structure
with IN O
papillary JJ B-Sign_symptom
dermal JJ I-Sign_symptom
oedema NN I-Sign_symptom
and CC O
spongiosis NN B-Sign_symptom
( ( O
figure NN O
2A CD O
, , O
B NNP O
) ) O
. . O

Abdominal NNP B-Biological_structure
ultrasonography NN B-Diagnostic_procedure
revealed VBD O
intraluminal JJ B-Detailed_description
gall NN B-Biological_structure
bladder NN I-Biological_structure
mass NN B-Sign_symptom
suggestive NN O
of IN O
malignancy NN B-Sign_symptom
. . O

On IN O
the DT O
basis NN O
of IN O
these DT O
findings NNS O
a DT O
final JJ O
diagnosis NN O
of IN O
SS NNP B-Disease_disorder
associated VBN O
with IN O
gall JJ O
bladder NN O
malignancy NN O
was VBD O
made VBN O
. . O

She PRP O
was VBD O
started VBN O
on IN O
oral JJ O
prednisolone NN B-Medication
in IN O
dose NN O
of IN O
40 CD B-Dosage
mg JJ I-Dosage
daily RB B-Frequency
along IN O
with IN O
symptomatic JJ B-Detailed_description
treatment NN B-Medication
. . O

Her PRP$ O
cutaneous JJ B-Detailed_description
lesions NNS B-Sign_symptom
responded VBD O
dramatically RB O
and CC O
subsided VBD B-Detailed_description
completely RB I-Detailed_description
after IN O
1 CD B-Duration
week NN I-Duration
of IN O
treatment NN B-Medication
( ( O
figure NN O
3A CD O
, , O
B NNP O
) ) O
. . O

Dose NNP O
of IN O
prednisolone NN O
was VBD O
tapered VBN O
and CC O
an DT O
open JJ B-Detailed_description
cholecystectomy NN B-Therapeutic_procedure
was VBD O
performed VBN O
. . O

Histopathology NNP B-Diagnostic_procedure
of IN O
excised JJ B-Biological_structure
tissue NN I-Biological_structure
confirmed VBD O
it PRP O
to TO O
be VB O
well RB B-Detailed_description
- : I-Detailed_description
differentiated VBN I-Detailed_description
gall JJ B-Biological_structure
bladder NN I-Biological_structure
adenocarcinoma NN B-Disease_disorder
forming VBG O
glands NNS B-Sign_symptom
and CC I-Sign_symptom
papillae NN B-Biological_structure
infiltrating VBG B-Sign_symptom
the DT I-Sign_symptom
muscularis NN B-Biological_structure
propria NN I-Biological_structure
superficially RB B-Detailed_description
. . O

Cystic JJ B-Biological_structure
duct NN I-Biological_structure
cut NN I-Biological_structure
margins NNS I-Biological_structure
were VBD O
free JJ O
of IN O
tumour NN B-Sign_symptom
( ( O
figure NN O
2C CD O
, , O
D NNP O
) ) O
. . O

Patient NNP O
` `` O
s RB O
postoperative JJ B-Duration
period NN I-Duration
was VBD O
uneventful JJ B-Sign_symptom
and CC O
she PRP O
was VBD O
discharged VBN O
on IN O
tapering VBG B-Dosage
doses NNS I-Dosage
of IN O
prednisolone NN O
with IN O
advice NN O
to TO O
follow VB O
- : O
up RB O
periodically RB O
. . O

-DOCSTART- NN -X-

A DT O
44 CD B-Age
- : I-Age
year NN I-Age
- : I-Age
old JJ I-Age
man NN O
had VBD O
been VBN O
diagnosed VBN O
with IN O
LCNEC NNP B-Disease_disorder
of IN O
the DT O
thymus NN B-Biological_structure
with IN O
bone NN B-Biological_structure
metastasis NN B-Sign_symptom
at IN O
a DT O
different JJ B-Nonbiological_location
hospital NN I-Nonbiological_location
3 CD O
years NNS O
previously RB O
. . O

The DT O
serum NN O
levels NNS O
of IN O
ACTH NNP B-Diagnostic_procedure
and CC O
cortisol NN B-Diagnostic_procedure
were VBD O
elevated VBN B-Lab_value
, , O
but CC O
brain NN B-Biological_structure
magnetic JJ B-Diagnostic_procedure
resonance NN I-Diagnostic_procedure
imaging NN I-Diagnostic_procedure
revealed VBD O
that IN O
his PRP$ O
pituitary JJ B-Detailed_description
gland NN I-Detailed_description
was VBD O
normal JJ B-Lab_value
. . O

However RB O
, , O
immunohistochemical JJ B-Diagnostic_procedure
staining NN I-Diagnostic_procedure
of IN O
the DT O
thymic JJ B-Biological_structure
tumor NN I-Biological_structure
tissue NN I-Biological_structure
revealed VBD O
partial JJ B-Lab_value
anti NN B-Diagnostic_procedure
- : I-Diagnostic_procedure
ACTH NNP I-Diagnostic_procedure
antibody NN I-Diagnostic_procedure
positivity NN B-Lab_value
. . O

The DT O
tumor NN O
was VBD O
therefore RB O
determined VBN O
to TO O
be VB O
ectopically RB B-Detailed_description
producing VBG I-Detailed_description
ACTH NNP I-Detailed_description
. . O

The DT O
patient JJ O
underwent JJ O
chemotherapy NN B-Medication
with IN O
cisplatin NN B-Medication
and CC O
irinotecan JJ B-Medication
, , O
but CC O
the DT O
continuation NN O
of IN O
chemotherapy NN O
was VBD O
problematic JJ B-Detailed_description
due JJ I-Detailed_description
to TO I-Detailed_description
a DT I-Detailed_description
lack NN I-Detailed_description
of IN I-Detailed_description
tolerance NN I-Detailed_description
. . O

Treatment NN O
for IN O
hypertension NN B-Sign_symptom
and CC O
diabetes NNS B-Disease_disorder
caused VBN O
by IN O
the DT O
ectopic NN B-Disease_disorder
ACTH NNP I-Disease_disorder
syndrome NN I-Disease_disorder
was VBD O
initiated VBN O
, , O
as IN O
was VBD O
treatment NN O
with IN O
zoledronic JJ B-Medication
acid NN I-Medication
for IN O
bone NN B-Biological_structure
metastasis NN B-Sign_symptom
. . O

The DT O
patient NN O
was VBD O
referred VBN O
to TO O
the DT O
Endocrine NNP B-Nonbiological_location
Center NNP I-Nonbiological_location
at IN I-Nonbiological_location
our PRP$ I-Nonbiological_location
hospital NN I-Nonbiological_location
after IN O
3 CD O
months NNS O
due JJ O
to TO O
a DT O
sensation NN B-Sign_symptom
of IN I-Sign_symptom
weakness NN I-Sign_symptom
and CC O
the DT O
worsening NN O
of IN O
his PRP$ O
hyperglycemia NN B-Sign_symptom
. . O

A DT O
physical JJ B-Diagnostic_procedure
examination NN I-Diagnostic_procedure
revealed VBD O
hypertension NN B-Sign_symptom
, , O
a DT O
subcutaneous JJ B-Detailed_description
mass NN B-Sign_symptom
that WDT O
was VBD O
palpable JJ B-Detailed_description
in IN O
the DT O
anterior JJ B-Biological_structure
chest NN I-Biological_structure
, , O
and CC O
redness NN B-Sign_symptom
and CC O
swelling NN B-Sign_symptom
of IN O
the DT O
left NN B-Biological_structure
lower JJR I-Biological_structure
leg NN I-Biological_structure
without IN O
fever NN B-Sign_symptom
, , O
respiratory NN B-Sign_symptom
symptoms NNS I-Sign_symptom
, , O
hypoxemia NN B-Sign_symptom
, , O
or CC O
abnormal JJ B-Sign_symptom
chest NN I-Sign_symptom
sounds NNS I-Sign_symptom
. . O

The DT O
oxygen NN B-Diagnostic_procedure
saturation NN I-Diagnostic_procedure
by IN O
pulse JJ B-Detailed_description
oximeter NN I-Detailed_description
in IN O
room NN B-Detailed_description
air NN I-Detailed_description
and CC O
was VBD O
97 CD B-Lab_value
% NN I-Lab_value
and CC O
his PRP$ O
respiratory NN B-Diagnostic_procedure
rate NN I-Diagnostic_procedure
was VBD O
13 CD B-Lab_value
breaths NNS I-Lab_value
per IN I-Lab_value
minute NN I-Lab_value
. . O

Among IN O
the DT O
laboratory NN B-Diagnostic_procedure
findings NNS I-Diagnostic_procedure
, , O
the DT O
white JJ B-Diagnostic_procedure
blood NN I-Diagnostic_procedure
cell NN I-Diagnostic_procedure
and CC O
neutrophil JJ B-Diagnostic_procedure
counts NNS O
, , O
and CC O
blood NN B-Diagnostic_procedure
sugar NN I-Diagnostic_procedure
, , O
triglyceride NN B-Diagnostic_procedure
, , O
and CC O
low JJ B-Diagnostic_procedure
- : I-Diagnostic_procedure
density NN I-Diagnostic_procedure
lipoprotein VBP I-Diagnostic_procedure
cholesterol NN I-Diagnostic_procedure
levels NNS O
were VBD O
found VBN O
to TO O
be VB O
elevated VBN B-Lab_value
, , O
and CC O
the DT O
patient NN O
` `` O
s JJ O
potassium NN B-Diagnostic_procedure
level NN O
was VBD O
decreased VBN B-Lab_value
to TO O
2 CD B-Lab_value
. . I-Lab_value
8 CD I-Lab_value
mEq JJ I-Lab_value
/ NNP I-Lab_value
L NNP I-Lab_value
. . O

The DT O
patient NN O
` `` O
s JJ O
lactate NN B-Diagnostic_procedure
dehydrogenase NN I-Diagnostic_procedure
( ( O
468 CD B-Lab_value
IU NNP I-Lab_value
/ NNP I-Lab_value
L NNP I-Lab_value
) ) O
, , O
beta SYM B-Diagnostic_procedure
- : I-Diagnostic_procedure
D JJ I-Diagnostic_procedure
glucan JJ I-Diagnostic_procedure
( ( O
370 CD B-Lab_value
. . I-Lab_value
8 CD I-Lab_value
pg JJ I-Lab_value
/ NNP I-Lab_value
mL NN I-Lab_value
) ) O
, , O
ACTH NNP B-Diagnostic_procedure
( ( O
354 CD B-Lab_value
. . I-Lab_value
1 CD I-Lab_value
pg JJ I-Lab_value
/ NNP I-Lab_value
mL NN I-Lab_value
) ) O
, , O
and CC O
cortisol NN B-Diagnostic_procedure
( ( O
49 CD B-Lab_value
. . I-Lab_value
1 CD I-Lab_value
μg JJ I-Lab_value
/ NNP I-Lab_value
dL NN I-Lab_value
) ) O
levels NNS O
were VBD O
also RB O
elevated VBN B-Lab_value
. . O

The DT O
patient NN O
` `` O
s JJ O
serum NN B-Diagnostic_procedure
was VBD O
negative JJ B-Lab_value
for IN O
aspergillus NN B-Diagnostic_procedure
, , O
candida NN B-Diagnostic_procedure
, , O
and CC O
cryptococcus NN B-Diagnostic_procedure
antigens NNS I-Diagnostic_procedure
; : O
a DT O
cytomegalovirus NN B-Diagnostic_procedure
pp65 NN I-Diagnostic_procedure
antigenemia NN I-Diagnostic_procedure
test NN I-Diagnostic_procedure
also RB O
yielded VBD O
a DT O
negative JJ B-Lab_value
result NN O
. . O

These DT O
data NNS O
suggested VBD O
that IN O
the DT O
increased JJ O
production NN O
of IN O
ACTH NNP O
by IN O
the DT O
tumor NN O
, , O
along IN O
with IN O
the DT O
progression NN O
of IN O
the DT O
disease NN O
, , O
had VBD O
promoted VBN O
the DT O
elevation NN O
of IN O
the DT O
patient NN O
` `` O
s JJ O
serum NN O
levels NNS O
of IN O
ACTH NNP O
and CC O
cortisol NN O
. . O

Computed VBN B-Diagnostic_procedure
tomography NN I-Diagnostic_procedure
( ( O
CT NNP B-Diagnostic_procedure
) ) O
revealed VBD O
the DT O
progression NN B-Sign_symptom
of IN I-Sign_symptom
the DT I-Sign_symptom
disease NN I-Sign_symptom
in IN O
the DT O
both DT O
thymic JJ B-Biological_structure
and CC O
metastatic JJ B-Detailed_description
bone NN B-Biological_structure
lesions NNS B-Sign_symptom
, , O
along IN O
with IN O
the DT O
multiple NN B-Detailed_description
ground NN B-Texture
- : I-Texture
glass NN I-Texture
opacities NNS B-Sign_symptom
in IN O
both DT B-Biological_structure
lungs NNS I-Biological_structure
( ( O
Fig NNP O
. . O
1 CD O
, , O
2 CD O
) ) O
. . O

The DT O
patient JJ O
underwent JJ O
bronchoalveolar JJ B-Diagnostic_procedure
lavage NN I-Diagnostic_procedure
( ( O
BAL NNP B-Diagnostic_procedure
) ) O
in IN O
the DT O
right JJ B-Biological_structure
B5 NNP I-Biological_structure
segment NN I-Biological_structure
with IN O
150 CD B-Detailed_description
mL NNS I-Detailed_description
saline NN I-Detailed_description
, , O
and CC O
62 CD B-Lab_value
. . I-Lab_value
7 CD I-Lab_value
% NN I-Lab_value
of IN I-Lab_value
the DT I-Lab_value
BAL NNP I-Lab_value
fluid NN I-Lab_value
was VBD I-Lab_value
recovered VBN I-Lab_value
. . O

The DT O
cell NN B-Diagnostic_procedure
